tweets,target
Russia produces one million artillery shells of different varieties in a given month . Russia retained its WWII military industrial capacity as state owned institutions to be able to mount industrial scale war if Russian  security and interest demands.,1
Am i the only one who believes it makes more sense to trade with your own currency...then the other countries can buy your teasuries and exports ..two ways trade,1
" New in global politics.
Bless the world. Venezuela"" Mandulo  meet Xi in Beijing 
N.Korea's Kim meet Putin 
in Moscow
... Harris Ng YM ",1
Thanks so much to you both for sharing your knowledge .,1
"Trading bilaterally with each other using your own currency has the advantage that it cuts out the parasitic middleman (US) who does nothing but collect a cut of the transaction. However, it would be cumbersome if you are a big trade and trade with more than a hundred countries. The ideal mechanism would be a global currency (not the sterling or the US dollar) - a global currency that can comprise a basket of currencies of the major traders of the world. Or an international currency backed by real assets or commodities.",1
"North Korea Kim Jong Un and Russian President Vladimir Putin are meeting, while Venezuelan President Nicolás Maduro traveled to Beijing to meet with Chinese President Xi Jinping. Italy Foreign Minister is also visiting China now.  
But no one is meeting Biiiden and Mooodi. Why????",0
American armed forces now with hi-heel combat boots !! Moral is down ! U.S. military watch what your being asked to do and for who ??? I rather go in the brig,0
Powerful revelations. Thank you and keep up the great work. ,1
"There is no new era only because some dictators meet and need each other. ‍♂
And the nonsense said here about Corea... holy crap! ",0
This is one of the best cover of international news that can be delivered,1
Great job.....Mainstream medias keep talking about sanctions on different countries but they've never said that all of these sanctions r totally illegal according to the UN charter,1
I enjoy listening to you guys  telling the truth,1
Never trust USto be an enemy is dangerous but to be a friend is fatal and look at all the treaties US whites did with the native Indians to which US just ignored all the treaties.The natives said that Americans speak with fork tongue,0
Excellent channel. Look after yourselves - true journalists and brave individuals ,1
"As an old politician from my country said, when they turn their back on you, you have no choice but to hug the snakes.",1
Essential that hegemony is broken in order for lives to be saved and begin living impoverishment misery has ruled for.100 or more years . New Beginning . Must Start Hope Enthusiasm Has To Lead to,1
"The recent history of both the Socialist Republic of Vietnam and the Democratic People's Republic of Korea (but also the Socialist Federal Republic of Yugoslavia, the Great Socialist People's Libyan Arab Jamahiriya and the Republic of Iraq) show how too much focus on internal development in both the People's Republic of China and the Russian Federation (I insist we on the left learn to use the full name of these countries) has harmed anti-imperialism. In a sense, the Ukraine war has brought those two big states back in the anti-imperialist camp, one would argue however unwittingly for Russia.",1
Incredibly useful facts being shared for the benefit of mankind,1
Always good information on this channel. Thank you,1
"China shd build a military naval base in Venezuela like the ones US has built in Japan, South Korea and Philippines.",0
Winds of change are being seen and not just being  felt throughput  Africa in particular. West toxic hegemony  is over. Attempts to reignite neo- cold war has failed and new world  order is on the  rise.,0
Europe have lost the good relationship with Russia because of there greediness and trouble ,1
Blessed are the pure in hearts they shall be called children of God.,1
This is sickening gentlemen.. I am also an American. I am with you  a hundred percent. This is not the America that I came to love and half of my people have died for . Most of the Americans that I knew and have been friend to are not carry this sickness with them . We the Americans people must save the land of America. I pledged my legion to the Constitution  not to the criminals of Washington which also could careless about Americans as the citizens who paid the taxes to keep this criminalized establishment continue to cause chaos to all . America has no external enemies but internals . Socialistic societies are the only way to save the West and the Americans..,0
"Youtube won't let me post a link, I'd like to recommend an article/memo from 1951 about Korea:  ""Korea, the Lie that led to War"" by John Pratt, a UK diplomat.  The TLDR is that the US started the war to get a base to reinstall the KMT in China.",0
Great analysis analytical unbiased analysis! Take it or leave it!,1
"I agree capitalism has run its course, the never ending quest for more is not sustainable. But you need another title for it, one that hasn’t failed every time, every where. You also need to talk about different opponents to capitalism, if Xi, Kim and Putin are on one side of a debate then the other side is immediately going to be seen as right. Regardless.",1
"Connecting the dots by parsing outcomes of parallel inquiries...

The Bible: A Middle-Eastern Prophetic Book of Geopolitical Messaging.

""The decision is announced by messengers, the holy ones declare the verdict, so that the living may know that the Most High is sovereign over all kingdoms on earth and gives them to anyone he wishes and sets over 'them' the lowliest of people. So that no one can check his hand or say to Him, ""What have you done?""-- Daniel 4:17, 35.",1
"The US should learn from their mistakes over the past years of illegal invasions, sanctions,and interfering in different countries, politically, economically, and militarily . It's time for the US to make peace ✌️ with the rest of the world ,if they want to be great again",1
"The US should learn from their mistakes over the past years of illegal invasions, sanctions,and interfering in different countries, politically, economically, and militarily . It's time for the US to make peace ✌️ with the rest of the world ,if they want to be great again",1
PBBM  vision of Philippine economics growth was dashed when US learn Chinese money wants to partner like open boarders.,1
"Great, better is not good enough but the best is yet to whispered our way towards our kingdom comes.",1
"The US better quit while behind, before it isolates itself in the newly developing world.",1
No other words to be added. Completely correct. Where are these history books for the children going to western schools nowadays. No more wars of the colonizers.,0
"speaking of bullying these men do that to there own people, do not let hate  make you blind",0
My grandpa has land here too so its richgrove fresno and Bakersfield the center,0
USA should militarism and introduce development initiatives like China is doing. The world wants development and not interference and military base worldwide.,0
"Regarding the illegal  seizure by US of Iranian oil bound for China, is it Iran or Chin who bears this loss?",0
Thank you  very much  so we should continue in our consultion with an other faction leaders it seems  to be OK.but we mast be work for peace agreement  that is great  we all together because  we need to get a peace and stability  everything is,1
Focus on energy and weapons alliances.  Smart moves.,1
"Also, Venezuela produces a heavy oil rich in sulphur which requieres special refining. The Koch brothers build several refineries on Texas and Louisiana that became useless without cheap Venezuelan oil.
That is why Chavez was hated!!",0
"Honest question, why does Ben Norton always look like an AI?",1
"If you don't like a system, create your own system. Congratulations Russia and China.",1
one of the worst things for American power was Venezuela talking to Middle Eastern oil producers.,0
Are you sleeping or what? Marcos Jr just offered five military bases in the Philippines to the US. He’s another lapdog with amnesia as he already forgot that it was Reagan who kicked them out to Hawaii.,0
How would you choose?  Dictatorship or Democracy?  Who has the right to run your country?  Stay focus on this point and try not to get distracted.,1
"the African countries have seemed to switch to the sides of Russia, so many billions to kill in Ukraine, while the African countries do not benefit from their diamonds and gold, the western countries and the USA take everything away, African countries are struggling with economic crises are greatdevaluation of their currency.",1
Do what I say don't do what I do policy is very typical for the US,0
We need the name america corrected i and many dont define any ofvtvat definition we need to discuss territory,1
"I must admit that I have been thinking, why should there be surprise of any of this bullying by man kind, if you examine man kind what you find that bullying is an instinct that man can not deny, if one wants to know mans intent one must turn one's back in the presence of man and soon the results will be exposed.",1
South Korea absolutely needs to work with DPR NK and dump the relations with America.,1
"New Age , the real new age, aquarion age, will came. these do not include the evil side of the forces.",0
When Irans oil was seige I believe it’s confusing because $ 6 billion just given recently.,0
"Only reasonably perceptive people with time to waste suspected Oswald, and only reasonably intelligent people will see through Jackson Hinkle. The parallels between these two are just too strong.",1
"U S calculate which economy is well and then make there plane, right or wrong?",0
"I traded in my iPhone for my awesome Huawei. Why? It's cheaper, user-friendly, boasts a camera ten times better, offers a wider selection of apps, and operates with an easier system. Moreover, considering the illegal sanctions imposed by the USA on Huawei, restricting access to Google services, there's no chance I'm going back to Apple.

Good job managing international relationships, Mr. Trade Dictator!

China has repeatedly showcased its value—innovation, technological advancement, and a commitment to progress being just a few examples.",1
Now SK president sWoon is crooning  'japanese sushi' after he was done with American Lie (Pie). Lol.,1
"On the matter of Latin America prevented from developing their own industries and remains restricted to supplying raw material to the US belies the role of the landowners in Latin America, engaged in a political struggle against peasants and small independent producers in Latin America, supported by US imperialism.",1
Latest mega Chinese project in Beijing has boar tunnels miles outward thus for China is ready for any eventuality,1
"oh the poor North Koreans, they should be able to trade like any other upstanding country ... well if they gave freedoms to their people and were concerned for their citizens they may have a little credibility, but that word does not resonate for me with Kim Jong Un",0
"And at the same time in other part of the media conference... Biden  "" I;m going to Bed ! """,0
"The U.S. sanctions are largely contributing to the recession in my country , Canada.!",1
I feel sorry for Americans the day the United collapses.,0
Iran china russia afrika middle east against amerika and europe colonizers .yessssssss i love this .,1
Well done when others make decisions and ate no longer but you are still in the drivers seat   the glibal economy is in trouble,0
It's common courtesy in any formal setting.,0
"Same as they've been for decades. Not good, but not unbearable.",0
China and Russia need more faithful and loyal friends with mutual respects,1
The amount of bots commenting on this is actually quite impressive.,1
"just for reference to times gone by ... often being mischaracterized without due recourse ... on july 4th , 1983, front pages like of the manila times and the bulletin sported photos of ferdinand d marcos hosting the soviet ambassador who'd been invited to malacañang palace and offered the option to assume naval base operations at subic bay, should the us fail to meet his demands for a sovereign contract regarding that property ... just sayin' marcos was not himself fond of appearing an american puppet, and was in fact ousted in early '86 following snap election compelled by senators lugar and solarz,  to the relief of the us' side",0
I don't kno why this simple issues be hard for u folks to solve...  well maybe i could just imagine.  Education is the first solution.  Your mindsets should be frame to contributor mode.   U should always want to Contribute to the land.  Learn a skill and use it.  The youths need to be driven in to creators mode,0
Its easy China has the answer???? Be a team player don't be the bully  simple humble partnership partnership,1
Were we separate we ate forming a mexican military we were botn in California,0
Were isthis fake international criminal court are they on holiday what a joke,0
"I just want shots of Kim admiring Putin's extra large missiles, why is this so hard? Kremlin needs to get their social media team upgraded.",0
"Say ye not, A confederacy, to all them to whom this people shall say, A confederacy; neither fear  ye their fear, nor be afraid. 
Sanity Yahweh of host himself; and let him be your fear, and let him be your dread. 
For every battle of the warrior is with confuse noise, and garments rolled in blood; but this shall be with burning and fuel of fire. 
Isaiah 8 : 12 & 13.
Isaiah 9 : 5.",0
"You are vary good, man. I like you working hard, but American people must know  social beliefs. It means laws are for everyone ¹¹ordinary people are equal to aech others",1
"this is not about race. china is nationailstic, korea, and japan are homogeneous. it's about 'global politics, alliances and trade. are you 2? no country is going to be completely self sufficient cut off from the rest of the world and it's unrealistic.",0
Some good things are happening. But the Americans are itching to use their bombs.,1
"Let's not joke, I'm suffering from a serious oncological illness, it doesn't matter, I will have to die, but I leave an appeal for the innocent people who suffer from a European incompetence, let's not joke anymore, let's stop",1
"This is all strategic moves to go Against the u s.,fFor reaL!!!!",1
"Gs with all d respect to you, but if we talk about agreements between Iran and Saudi Arabia it was russian diplomat who doing all this possible, thn China doing lst step. As for Korea, Russia, sanctions etc. In the time of 90-х in the power in Russia come traitors 1st it was ukrainian Gorbachev (he was dmb af), thn even worst thing like Eltzin. These 2 open the door for US and give them freedom do whatever they want on the territory of Russia, i still can't think about these times, it was real genocide our people that how many people die in that time. Most of the citizens of Russia hate both of these scumbags with whole heart, we have all these bases nato next to our borders thanks for Gorbachev and Eltzin. Thn in 2000 Putin come and change everything in so big level, that when i think about this,  how hard our president work for this its looks impossible, but he do it. He return our independence and thank God and stupidity of western politics 1st of all independence from the West. They don't even understand how we gratefull them for sanctions,  bc for us it chance even more think and work for development and this do us stronger than ever. )) Whith Korea we have not only borders, its also about economic development, for example such things like Trans -Siberian magistal, and many others things.",0
"Bhh, America a capitalist system has a little bit of q ideology living in the country",0
"We pray for peace at our Black Nazarene Chapel, Matalom, Leyte - PRI PLASQUITA, 2016 PRESIDENTIAL ASPIRANT BUT DECLARED NUESANCE AND A CRUSADER OF MY LIFETIME PRESIDENTIAL ADVOCACY  -  PHILIPPINE RETIREES INTEGRATION (PRI) to enhance unity, integrity and general among present and future retirees",0
"How about the whole World become US  Citizens !?.
We ll finally have Peace ",1
"She zop the workers ,correnteen geeta sirju deodath sirju, as kamala correnteen belong to the world see how easy china made peace, elete people deplomats do correnteen .thay meet ! I  know the banks have bin adding , so i decided down.but if it's a problem, directly informed about my president sir jinping accountant o my god ,thay would have the flow off jailing too get because no single agent can pay us that way, thay would need help.eventurley the people may,because the traiding gas chamber thay would resolve because guilth is too mutch nasty",0
"I would never support your social agenda.
ANTI-SOCIAL......... SO ILL JUST OBSERVE THE CIRCUS AT WORK.",0
People tried the world tried off Europe and USA God know. This his a new world. Like it not,1
I think they will kick natos arse I hate it but they earned it.,0
Japanese Pearl harbour two japanese city destroy and Japan dealing with American sham on you Japan,0
Rich and Poor an conflict no more tears an pain,0
Lets not say that Stalin allowing America to split Korea into two separate countries is a good thing.,1
Under what state of duress would he be forced to vote for either one?... At gunpoint?,0
They hate the same people.,0
I've never heard anyone accusing southern states of being smart. Stupid sees  stupid does,0
I don't get it. How stupid are North Caroli ans?,0
​@GRAE_GHOST for sure.,1
It isn’t just people it is successful gerrymandering to divide up the votes.,1
​ @MSNBCult  Nope. They are fine.,1
 @RobertBarry1969  for sure,1
"@fred2903, not really, none of them voted for Trump.",0
​ @kurtwicklund8901 I believe you make a good point on how the late Arizona Senator John McCain had a lasting effect on South Carolina Senator Lindsey Graham in the world of politics in the past.,1
" @cecee1596  "" think he’s part of the cult leaders""
No.  Lindsay never leads anything, ever.  He's %100 a follower of the biggest bully he can get behind and will flip flop and swap them in a heartbeat.  He's done that for decades.",0
I think its an intelligence issue with poor South Carolina.,0
That says A LOT about the people of South Carolina more than it says about Graham.,1
I live in SC..& he is an incurable virus to us,0
That's no surprise. South Carolina hasn't progressed much since the Civil War.,1
"He is VERY representative of his home state, I'll say that much.",1
Not even a little surprised considering the voters there.,0
Mitch McConnell looks absolutely horrible.  There should be term limits on how long congressional members can serve.,0
​. True!,1
"California has a bigger gdp than most of the south combined other than Texas. I don’t know what people in the red states are smoking but they depend on the federal welfare paid for by California, NY and Illinois",1
"Name a politician that hasn't constantly embarrassed themselves for years. They all do! The problem with their ignorant followers is that they only see embarrassment from the other side. Their side is always right and always doing the right things! The demand placed on the followers of these two political parties is to always believe EVERYTHING they say and NEVER question ANYTHING they say. Here's the litmus test to see if your mind has been manipulated into ignorance: Name 10 things the opposing party do (does) or say (said) that’s right, and name 10 things your party do (does) or say (said) that’s wrong. I’m willing to bet any amount of money that not one individual in these comments can do that... not one!",1
"Kind of reminds me of these embarrassments, Raskin, Goldman, Nador, Adam Schiff, my god it doesn’t get any worse than these buffoons!",1
His last election should be checked out. One minute he is whining about not enough money to win his election all of a sudden he is elected???,1
Ignorance and hate reflected in his voters ,0
 @JimmyBivens1234  Sorry don't have any are you talking from experience from yours?,0
​ @MSNBCult Only in the alternate MAGA cult universe. You know I'm right too. ,1
" @Mark1615-zi4er  Wrong cult, Crispie.",0
It says a lot about the type of people that live in S.C. who choose someone like Graham to represent them.,1
"Says a whole lot about the character of sc citizens, AWFUL!",0
 @firstgopinbredhillbilliesl6100  Better do a little research on Bidens lies,1
 @Whilewearestillhere we are on the exact same page. Thank you.,1
"2:59 “This is obscene, this is absurd.” Precisely my reaction to most of Graham’s histrionics over the years. How did he know?",1
"Exactly and just like Northwest Georgia keep sending Karen back to D.C. , Both Northwest Georgia and South Carolina got to choose better.",1
"Yes, a very weak man.",0
"Lived in Myrtle Beach South Carolina for 5 years all I could take , moved back to New England .",1
His voters either vote straight republican or vote for him out of habit.  Probably no one with a name as opposition since not possible to overcome the other 2 reasons I gave.,1
"Just like Tim Scott, he represents everything South Carolinian electorate hold dear, unfortunately!",0
"Wishy Washy Graham spends minutes tossing out questions like an angry 7 year old girl, and then doesn't give the respondent any time to respond.  Instead, Graham answers his own questions.  Graham is as bad as Jordan, MTG, Gaetz and Hawley, when it comes to asking questions.  They're all bullies, with zero sense of fair play.  Disgusting.",0
We've been trying but the gerrymandering that occurs here in SC keeps people like this in office. It's infuriating...,0
Graham is crazy,0
Lindsay is actually the best SC has to offer!,1
​ @GRAE_GHOST well we have more sense than any of the states in the n I rth and east then cal . You don't have to say we are smart. We know we are. We just don't brag about it.,1
​ @rosalinelowe972 stupid? Cause you don't agree? Thats called narrowmindedness,0
It just tells how his supporters think that is why he gets to be in office so long,0
" @susanfrancis5471 SADLY,,I BELIEVE THAT,,YOUR RIGHT,,,,",1
At least he can walk,0
 @charles9215  Good One..,1
nd we also need to get rid of the infamous electoral college.,0
"I agree, but the competition for the title is very stiff.",0
He will start crying  in a minute.,0
Political theater!! He was a far more decent man when sniveling in the shadows of a giant (Sen. John McCain).,1
The weird thing is they actually do have the nicest people living there.,0
"And then there is Nancy Mace in the House. They sure can ""pick um""....",1
​ @barcelonachair6487 maby nice but not voting in their own interests.,1
I live in South Carolina and I agree...,1
 @lonniehubbard2302  I live in Wisconsin and Ron Johnson is in the running to challenge them at who is the worst.,0
 @nachomom-fk2bi  Sorry to hear that.,0
" @cyclewisconsin105  well he does have the fake phone call to dodge reporters questions and the reporter says,""I can see your phone"" and ol' ron keeps talking anyway. I am desperate, you must realize I'm from South Carolina so I'm looking for anyone else to bash about their politicians.",0
"I'm from SC and Graham totally baffles me. On a visit last year, an old friend explained he sees Graham as playing some sort of long con. TBF, when I was young, we generally watched our corrupt politicians for entertainment. Perhaps that might explain something, but I don't know what.
It is also why I left SC fifty years ago; I swear to God, my IQ drops ten points whenever I cross the state line.",0
Marge green,0
So true! Cause him and his lover Tim Scott speak with the same tongue.,1
 @astronoodles1403  Please tell me this is new social media slang.,1
" @Blodhelm  So they aren't nice people if they don't vote in their own interest? It could possibly mean they aren't informed of their issues, live in a media silo, afraid of change, associate change with other ill conceived political hokum. I've spoken to people there who are highly educated, successful and truly the nicest people but their voting issues were singular, so yes they were voting against their own interest. But with all their education, they were afraid their one issue would change their whole life and everything they worked for. I don't agree with them. I couldn't help them think  bigger picture but the GOP in their community and in their media scared them in their direction.",1
"Oooooo, I don't know... Georgia has one who is particularly irksome!!!",1
"​ @tonydfixertonydfixer9113 When I lived in SC, the town where I lived had a 38% functional illiteracy rate. There's a serious lack of education and a lot of poverty, and people are susceptible to MAGA lies. I'm an NC native who always thought SC wasn't that different from NC, but boy, was I wrong.",0
" @barcelonachair6487 
Sad. I don’t like bad crap happening to nice people.",0
" @asaltarisable  all projection, last bastion of losers.",0
​ @fred2903 they really don't have any common sense at all.,0
" @jerryjerry7561  Last I checked, it was your guy that lost. That would make you the loser, right?",1
​ @mariegotti6492 go back to the kids table on truth social.,1
How so? Please elaborate and explain with details and facts. We’ll wait….,1
"From the ""swamp, to the cesspool 'neath the outhouse!!! Fine job America.",1
"Thank you, morning joe, for calling out Lindsey.  I will be so glad when he is out of the senate.",1
 @RonaldMacDonald-hd8gh  People that wear clown shoes for a living should not have access to the internet - animals and children should be very concerned.,1
Right ,1
 @riverlandrez6300  Too funny... He needs to go... He is there just to play the game and he does not give one thought to the people of South Carolina or our nation its just a paycheck to him...  We get nothing in return accept his laughable double talk...,0
And to think Graham might be the best that SC can come up with...maybe a retired football coach like Alabama?,1
 @janethertzer9646  Flippant remarks garner flippant retorts. But...does the maga clown-car deserve anything more than derisive? I think not.,1
True facts thanks ,1
​ @user-ks5zg5qg7u Hundreds of thousands of children are starving. People are not having fun on Gaza's beaches. What nonsense.,1
Yes he's in drag... I meant a Drag.,0
Anger is the only tool in their toolbox.  I know because I live with one of them.,0
Oh he has shame. Someone is blackmailing him with something awful.,0
Kudos to SC tho. They are an open minded state. Not many southern states vote in a homosexual. Credit should be given where credit is due.,0
" @redrick8900   To be blackmail he must have done the deed.
but claims ""it never happened"" like usual.",0
 @r.b.l.5841  Not true.,0
"Wishy Washy Graham spends minutes tossing out questions like an angry 7 year old girl, and then doesn't give the respondent any time to respond.  Instead, Graham answers his own questions.  Graham is as bad as Jordan, MTG, Gaetz and Hawley, when it comes to asking questions.  They're all bullies, with zero sense of fair play.  Disgusting.",0
"you missing one more word... ""spineless"".  Lindsey Graham is as spineless as they come.",1
Do you hate graham or jews?,0
He has supported Trump through all of the crazy along with McConnell.,0
Graham flips more than a pancake at IHop.,1
"Lindsay Graham 2016 - "" If we vote for Trump we will destroy ourselves and we will have deserved it! """,0
This is why i love Morning Joe!,1
How is Graham still taken seriously!?,0
I’m so sick of Netanyahu!!!,0
Why dont they ask graham straight out how much money he makes on supporting military sales and trade offs.,1
"'Does he really think we're that stupid?' --> Well, South Carolina voters seem pretty stupid.",0
"And who was holding up funds for Israel and Ukraine, do you really think we don’t know that?",1
"“Does he really think we’re that stupid?”
Why yes Joe, yes he does!",0
Lady Graham thinks we're stupid.,0
I'm surprised Lady Lindsey didn't slip in a request to PLEASE send Trump money.,1
"Well then, be careful of what you ask for",0
If only Lindsey had a memory better than a goldfish.,1
I stop watching morning joe everyday because joe does not know when to shut up.,0
One of the few things me and Mr gharam can agree on,0
​​ @coralie9469 he doesn't have a true self. Dude is a flag. If you look at hin you know where the orevailing wind blows in his party.,1
A broken clock...,0
" @coralie9469  
I noticed that too; he really went adrift after McCain died.",1
" @Gal85gal  nah. At that time he was still friends with a sane man. Too bad he passed away. 
Lindsey is useful to have in public. As soon as he starts talking like prior to trump we know the rep part has healed itself.",0
"​@triatheilean3086 as far as I have seen, that was the last true statement he allowed himself to make. (And he knows it.)  Watching him ever since has been like viewing a Greek tragedy in slo-mo.",1
Truer words have hardly been spoken!!!,0
"Poor Lindsay 
Bleach overdose",0
"@stephenwise734 And he later realized he was wrong.  Too bad the same can't be said for the ""en(gas)lightened.""",0
"​ @thisbushnell2012 
Not a Greek tragedy. Not even close. One has to be a person of high standing, a person of great character, and integrity. A tragic figure must fall from the highest pinnacle.
Lindsay Graham hasn't fallen at all. He just can't hide himself anymore. He will get worse. He's not done breaking out if his false carapace. Lindsay Graham is made of jelly.",0
God Bless President Trump The Magnificent Supreme Leader and the Ultra Mega MAGA Republicans! Blacks for Trump 2024! ‍‍ ,1
"Lindsay Graham 2024 - ""Trump is the greatest president the country's ever had and we need to get him elected again.""",1
" @rosalinelowe972  But here you are all the same, that's a curious thing.",0
 @rosalinelowe972  Thanks for your completely off topic and meaningless comment. Do you actually think ONE SINGLE PERSON on here cares if you quit watching Joe???? NO!!!!!!!!,0
 @DennepeerRelaxation  Your comment is false and clearly written by someone in desperate need of an English class.,0
" @cree71cjm  what's false about my comment? 
Back then he was still respecting McCain. Since then he backed trump and backed off from trump quite a few times. Always with the prevailing winds in the party. 
Regarding the english class. I'd rather make some punctuation mistakes than mistakes like joining a cult. But different strokes i guess.",0
" @Shadowman-1960  Your making such a loud statement about your pick for President. Now let's here an equally loud statement justifying why you're voting against your own interests, Brainiac??",1
 @DennepeerRelaxation  Complete fail. That's what your comment is. Your represented yourself as a trumper FYI. Try harder at making sense.,0
But then Lindsey discovered it didn’t t feel or taste too bad,0
The last honest thing he's ever said,1
REPUBLICAN HYPOCRISY… UNBELIEVABLE,0
"Wishy Washy Graham spends minutes tossing out questions like an angry 7 year old girl, and then doesn't give the respondent any time to respond.  Instead, Graham answers his own questions.  Graham is as bad as Jordan, MTG, Gaetz and Hawley, when it comes to asking questions.  They're all bullies, with zero sense of fair play.  Disgusting.",0
Was he ever taken seriously?,0
Nobody takes him seriously.,0
He's sick of you too,0
" @whatsthemonsterbelow  He makes a grown man like you, whom you don't even personally know, defend him for free. Beta",1
​ @wsbs520 BB sucks!,0
" @CrisisManger-fx4qj  Hamas is wrong about gays, women and Jews.",0
At least you're alive to be sick of him. Hundreds of thousands of Arabs are not.,0
 @reddragonn1590  No genocide period! What is wrong with you people and you bots?,0
"I'm from South Carolina. Not all of us are stupid, and many did not support or vote for Lindsey Graham. Generalizing that all South Carolina people are stupid is wrong. ",0
When I was on project in South Carolina... I could not find competent help.,1
" @amyreynolds3619 unfortunately, it appears a majority are.",0
" @amyreynolds3619  It's fair to say majority, since majority put him there, right?",1
@bonefish Half of your country voted for the Great Pumpkin and you want to point fingers at South Carolina for having stupid voters?,0
"​ @RB-kr1ww half?  No,not half. But go off",0
​ @wethepeople720 coming from gop thats also rich,1
Yes they are terrible but lots of people keep voting for them.,0
He has a good side too. He is one of the few Republican's that says the Biden is the nicest guy in Congress----and that Trump is a jerk. At the same time-----he likes about 90% of Trump policies------and maybe less than 10% of Bidens. But how many other Republican's praise Biden as much as Lindsey has?,1
More like Black Widow Lindsey.,1
"you,re so bad!",0
"mah word , bless his little haaarrrd",0
Exactly,1
"
Funniest comment so far",1
I've never agreed more with Joe than now!   Lindsey Graham is a total FLAKE.,1
Lindsey's performance was almost Oscar worthy.  Almost.,1
Lady G flip flops as much as his wrist.,1
I would criticize South Carolina for keeping Lindsey in office but I'm from Missouri and we're responsible for Josh Hawley. ,1
Former Sen. Graham has a nice ring to it.,1
Lindsey Graham was one who voted not to approve the help to Israel and Ukraine in the first place.  Now he is screaming and acting crazy demanding things he didn’t want to do.  What would it take for these people to realize how ridiculous they look?  That is what happens when you are liking someone’s boots who doesn’t care about others,0
"He's managed to thrive in a party that rejects his lifestyle, I'm guessing he thinks people are quite dumb.",0
"McCain is so disappointed, watching down on what Graham is doing.",0
"Sure I won’t 
No Trump either",1
How right you are.,1
You spelt FAKE wrong ;),0
" @mariegotti6492 
Drink more koolaid… ",1
"No thanks, I Would rather have Dr Pepper.",0
" @mariegotti6492 I can only speak for Europe, but other than the extreme fringe corners of our political spectrum, we mostly root for the Democrats as the Republicans don't seem to be serious politicians, at least in our point of view.",0
​ @Thegolfingoldman  Ms. Gotti has a one year old account. Ignore the trolls and bots. They can't stand to be ignored.,1
I question if US is his first loyalty,1
​ @mariegotti6492 Brilliant comeback. LOL,1
Exactly,1
"That really is the simplest explanation for his mental gymnastics. There may not be a Trump pee tape, but I'm sure there is something awful in this guys corrosive, self-serving past.",0
"He was against trump, now he worships him? I think there are things Lindsay is afraid of becoming revealed.",0
 So sorry.,0
 That was great.,1
"I'm from Louisiana and we give Sen. Kennedy. For that, I'm truly sorry as well.",0
Josh Hawley is no better,0
Flip flopper extraordinaire!!!  Does more flipping and twisting faster than Simone Biles in her Floor routine!!!,1
Absolutely agree ,1
Netanyahou has gotten a superiority complex. He failed to begin with and things he has all the answers. He has gotten revenge...he is going too far now...deal for peace while it is possible.,0
As I said in the past. Lindsay Graham is 2-Faced.,0
"I can see the comparison to Jimmy Swaggart's infamous mia culpa, especially since they were equally insincere.",0
What a talent Willie Geist is! I well remember him channeling Olbermann's cynical mockery. Who knew he would evolve into Joe's sober-sided straight man?,0
I distinctly recall that Trump called the troops home from Afghanistan,1
"Lindsey is about as sickening an individual as there has ever been. But, then again, there’s Cruz, oh!, and Jordan, and Marge and….",0
Tim Scott and Lindsey Graham are the best politicians South Carolina has to offer? That says a lot about the people in that state...,1
"Graham's most well-known traits are his tremendous capacity for hypocrisy...and his devotion to his ""dear leader"", Trump.",1
It is sickening to hear Lindsey but definitely satisfying to hear Jo answer,0
es top and bottom and he doesn't which way is top or bottom.,1
The GOP is flipping so often it's more of a spin cycle.,1
Excellent,1
Absolutely ,1
Voice bot repetition fail,0
"​ @mariegotti6492 
Down with Trump up with Jesus !!!",0
And Flash Hawley too........and hey Gotti don't look now but your house has a flat.,0
"Look at the country today, only a fool would say you were not better off with Trump .",0
" @TheTruthFollows    ""We look at misinformation, propaganda, paid information, the facts, and common sense to figure out the truth! We're not always right, but if we can open your minds, we've did our job."" Your job? Pray tell, how does a comment reveal the truth?",0
He thinks we’re all stupid.,0
pity they didn’t think of that 6 or 8 months ago when they refused to give aid to Israel,0
But he is completely in touch with his base. Who are out of touch with reality.,0
 @cyclewisconsin105  You mad?,0
Go back down in Mommy's basement and play video games,0
"Graham fully understands the MAGA reality bubble his base lives, especially when he's in front of a camera.",0
Lindsay is owned plain and simple hie will say what he is told no matter what by you know who.,0
"@ghostpine  No thank you, I'll stick to my green hats.",0
" @asaltarisable  Yeah, riiiiight. Now, news outlets, comedians and putin would agree with you for sure. Me, not so much. I'm educated.",1
 @ghostpine  You have to buy those? melanoma doesn't wear them but crusti gnome will. Even haba has better taste - in clothing.,1
 @gbereterbide6440  At least Georgia has two good Senators.  It is just people like Moscow Marge that need to go.,1
Myrtle Beach and palm trees. That's about all SC is good for.,1
 @thomasdonovan3580  I used to think that until Tim professed his love for Trump.,1
Lady Lyndsey and Tim Scott both love dookie tacos. It must be a South Carolina thing,1
" @bike6626  yes..his answer to the question if he would accept the result of the presidential election..no matter who won, was really pathetic and disappointing. The guy is totally spineless..",0
"Wishy Washy Graham spends minutes tossing out questions like an angry 7 year old girl, and then doesn't give the respondent any time to respond.  Instead, Graham answers his own questions.  Graham is as bad as Jordan, MTG, Gaetz and Hawley, when it comes to asking questions.  They're all bullies, with zero sense of fair play.  Disgusting.",0
So sad how Lindsay has fallen. Both he and Mitch truly need to retire.,0
Netanyahu needs to be held accountable for his many war crimes.,1
